EXT,EST,AGR,CSN,OPN
3.45,3.3,4.2,3.75,3.25
2.1,2,3.85,4.4,2.5
3.15,3,3.15,3.5,3.25
2.05,3.15,3.9,4.7,3.7
2.85,3.5,3.4,3.1,3.35
2.95,2.95,3.3,3.1,3.05
3,3.25,3.26315789473684,3.21052631578947,3.2
2.35,2.1,2.9,3.15,3.9
3.95,4.15,3.7,4.45,4.35
3.45,3.7,4.5,4.4,3.25
2.15,3.1,3.75,2.65,2.7
3.9,2.75,3.55,3.25,3.1
3,3.95,4.2,3.7,3.4
2.05,2.3,3.55,3.35,3.8
4.45,3.2,3.4,4.55,4.35
4.2,4.35,4.7,4.6,3.6
2.75,2.65,3.45,3.8,3.45
1.35,2.1,3.3,3.1,2.65
1.2,1.45,2.5,2.2,1.8
2.3,2.9,3.25,4.15,4.5
2.35,2.35,3.55,2.65,3.4
4.1,2.8,3.8,3.25,3
2.75,2.5,3.65,3.7,3.9
1.45,2.9,3.65,2.9,2.45
3.65,4.8,4.15,4.5,4.05
3.15,1.95,2.7,3.8,3.55
2.8,3.42105263157895,3.35,3.2,2.8
2.95,3.4,3.5,4.05,2.95
2.85,3.45,3.2,2.5,3.25
3.1,3.1,3.85,3.5,3.65
2.35,2.45,3.45,2.85,3.35
2.9,3.45,3.55,3.7,3.05
3.65,3.6,3.65,3.75,3.7
1.75,2.05,2.85,4.3,3.95
3.35,4.5,4.25,4.75,4.1
3.65,3,4.5,3.6,3.85
3.5,2.55,4.2,3.1,2.8
2.9,3.15,3.9,3.15,3.5
3.75,3.75,3.3,4.05263157894737,3.15789473684211
3.55,3.35,3.35,3.9,3.55
3,2.9,2.75,3.05,2.85
3,3,3.05,3,3
3.05,3.7,3.45,3.9,3.65
3,3.10526315789474,3.65,3.3,3.75
2.9,3.25,2.8,2.8,2.8
3,2.94736842105263,3.05,3,3.1
2.25,1.5,2.4,3.05,3.85
1.9,1.7,2.95,2.65,4.05
4.45,4.5,4.4,4.5,4.15
2.45,2.1,2.9,2.25,3.05
3.7,3.8,3.5,3.7,2.9
3.15,3.21052631578947,3.3,3.42105263157895,3.10526315789474
3.75,3.4,4,4.35,3.85
3.35,3.1,3.2,3.45,3.4
2.35,2.45,3.95,2.35,3.15
2.95,3.3,3.1,3.85,2.9
2.95,3.8,3.4,3.3,3
3.1,3.65,3.55,4,3.8
2.8,3.15,2.9,2.75,2.5
2.4,2.95,3.2,3.05,3.15
2.75,2.95,3.8,3.6,3.6
3.4,2.75,3.4,3.35,3.25
1.9,2.55,4.2,3.15,3.9
2.15,2.8,2.9,4.8,2.75
2.65,2.25,3.3,3.2,4.35
2.45,2,3.85,3.3,3.35
3.25,3.2,3.4,3.9,3.45
2.95,2.85,3.05,3.1,2.8
3.8,3.05,2.5,3.75,4.05
1.2,3.5,2.55,4.95,3.6
2.75,2.95,3.1,3.1,2.85
3.6,2.1,3.6,4.25,4.05
2.05,2.55,3.85,3.5,3.35
2.5,2.75,4.35,3.55,3.5
3.3,3.6,3.9,4.3,4
2.9,3.4,4.15,4.55,4.6
3.05,3.7,3.85,3.7,3.1
2.65,3,3,3,3.05
4.05,4.55,4.1,4.85,4.15
3.6,3.75,4.6,4.4,2.7
3.45,4.65,2.05,4.85,3.05
3.5,2.9,3.27777777777778,3.65,3.45
3.75,4.9,4.65,4.95,3.8
4.1,4.55,4.1,4.5,2.8
2.45,3.8,3.95,4.2,2.65
3.85,4.3,4.2,4,4.45
3.35,3.9,2.8,4.5,3.2
3.1,3.05,3.05,2.95,3.25
2.1,3.05,3.85,3.25,3.8
2.7,3.7,2.65,3,4.35
